ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11077225,JA418782,9/4/17 18:40,021XX W 21ST ST,810,THEFT,OVER $500,GAS STATION,FALSE,FALSE,1234,12,25,31,6,1162504,1890055,2017,9/11/17 15:52,41.85396754,-87.67903171,"(41.85396754, -87.679031713)"
11077244,JA418679,9/4/17 17:10,013XX S BLUE ISLAND AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1232,12,2,28,04A,1168799,1893804,2017,9/11/17 15:52,41.86412116,-87.65581815,"(41.864121158, -87.655818147)"
11077279,JA418633,9/4/17 16:00,066XX S CALIFORNIA AVE,041A,BATTERY,AGGRAVATED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,831,8,15,66,04B,1158857,1860407,2017,9/11/17 15:52,41.77268517,-87.6932282,"(41.772685171, -87.693228195)"
11077340,JA418864,9/4/17 20:00,109XX S STATE ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,513,5,9,49,7,1178190,1832603,2017,9/11/17 15:52,41.69597082,-87.62319981,"(41.695970822, -87.623199808)"
11077419,JA418834,9/4/17 12:00,037XX N WILTON AVE,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1923,19,44,6,6,1169267,1925037,2017,9/11/17 15:52,41.94981622,-87.65319104,"(41.94981622, -87.653191036)"
11077469,JA418977,9/4/17 22:30,026XX S WASHTENAW AVE,484,BATTERY,PRO EMP HANDS NO/MIN INJURY,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,1034,10,12,30,08B,1159054,1886585,2017,9/11/17 15:52,41.84451693,-87.69178971,"(41.844516926, -87.691789706)"
11077506,JA419013,9/4/17 17:00,011XX E 83RD ST,820,THEFT,$500 AND UNDER,DRIVEWAY - RESIDENTIAL,FALSE,FALSE,412,4,8,45,6,1185421,1850194,2017,9/11/17 15:52,41.7440759,-87.59617326,"(41.744075903, -87.596173259)"
11077940,JA419437,9/4/17 13:00,032XX N CENTRAL AVE,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1633,16,38,15,6,1138466,1920876,2017,9/11/17 15:52,41.93901292,-87.76651407,"(41.939012917, -87.766514067)"
11078171,JA419535,9/4/17 20:30,076XX S SOUTH CHICAGO AVE,820,THEFT,$500 AND UNDER,GAS STATION,FALSE,FALSE,411,4,5,43,6,1186365,1854740,2017,9/11/17 15:52,41.75652833,-87.59257099,"(41.75652833, -87.592570988)"
11078443,JA418853,9/4/17 16:00,030XX W CARROLL AVE,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1222,12,27,27,6,1156204,1902255,2017,9/11/17 15:52,41.88757501,-87.70182577,"(41.887575006, -87.701825768)"
11077080,JA418485,9/4/17 14:15,013XX S SPRINGFIELD AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1011,10,24,29,7,1150595,1893431,2017,9/12/17 15:52,41.86347239,-87.72265444,"(41.863472388, -87.72265444)"
11077735,JA419289,9/5/17 8:00,043XX S WENTWORTH AVE,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,925,9,3,37,6,1175650,1876440,2017,9/12/17 15:54,41.81632186,-87.63118968,"(41.816321863, -87.631189677)"
11078123,JA419500,9/5/17 11:30,008XX W 59TH ST,460,BATTERY,SIMPLE,GAS STATION,FALSE,FALSE,712,7,16,68,08B,1171833,1865730,2017,9/12/17 15:54,41.78701723,-87.6455056,"(41.78701723, -87.645505595)"
11078134,JA419659,9/5/17 13:15,066XX S STONY ISLAND AVE,820,THEFT,$500 AND UNDER,GAS STATION,FALSE,FALSE,321,3,5,42,6,1188012,1861466,2017,9/12/17 15:54,41.77494599,-87.58632106,"(41.774945985, -87.586321063)"
11078275,JA419957,9/5/17 15:30,006XX W SCOTT ST,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1822,18,27,8,6,1171756,1908737,2017,9/12/17 15:54,41.90503373,-87.64452317,"(41.905033733, -87.64452317)"
11078327,JA420086,9/5/17 15:45,066XX S COTTAGE GROVE AVE,560,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,321,3,5,42,08A,1182702,1861192,2017,9/12/17 15:54,41.77431903,-87.60579503,"(41.774319025, -87.605795029)"
11078395,JA420088,9/5/17 17:50,055XX S ASHLAND AVE,031A,ROBBERY,ARMED: HANDGUN,GAS STATION,FALSE,FALSE,713,7,16,67,3,1166617,1867978,2017,9/12/17 15:54,41.79329893,-87.66456619,"(41.79329893, -87.66456619)"
11078575,JA420221,9/5/17 19:58,061XX S ASHLAND AVE,041A,BATTERY,AGGRAVATED: HANDGUN,GAS STATION,FALSE,FALSE,714,7,15,67,04B,1166723,1864019,2017,9/12/17 15:54,41.78243269,-87.66429047,"(41.782432685, -87.664290466)"
11078662,JA420388,9/5/17 23:19,019XX W 47TH ST,560,ASSAULT,SIMPLE,GAS STATION,TRUE,FALSE,924,9,20,61,08A,1163992,1873503,2017,9/12/17 15:54,41.80851584,-87.67403644,"(41.808515836, -87.674036444)"
11078712,JA420377,9/5/17 22:40,053XX N WESTERN AVE,460,BATTERY,SIMPLE,GAS STATION,FALSE,FALSE,2011,20,40,4,08B,1159383,1935290,2017,9/12/17 15:54,41.97816047,-87.68924009,"(41.978160468, -87.689240087)"
11078806,JA420593,9/5/17 21:00,089XX S STONY ISLAND AVE,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,413,4,8,48,6,1188475,1846086,2017,9/12/17 15:54,41.73273081,-87.58511413,"(41.732730806, -87.585114125)"
11078809,JA420535,9/5/17 16:30,020XX W JACKSON BLVD,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1225,12,2,28,7,1162669,1898621,2017,9/12/17 15:54,41.87746999,-87.67818616,"(41.877469989, -87.67818616)"
11078927,JA420717,9/5/17 20:00,102XX S AVENUE J,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,432,4,10,52,6,1202484,1837779,2017,9/12/17 15:54,41.70959013,-87.53407654,"(41.709590134, -87.534076536)"
11078740,JA420453,9/6/17 2:37,076XX S HALSTED ST,460,BATTERY,SIMPLE,GAS STATION,TRUE,FALSE,621,6,17,71,08B,1172289,1854291,2017,9/13/17 15:52,41.75561723,-87.64416974,"(41.755617231, -87.644169735)"
11078783,JA420519,9/6/17 6:30,026XX W 85TH ST,810,THEFT,OVER $500,DRIVEWAY - RESIDENTIAL,FALSE,FALSE,835,8,18,70,6,1160159,1848278,2017,9/13/17 15:52,41.73937467,-87.68878849,"(41.739374669, -87.688788492)"
11078822,JA420627,9/6/17 7:30,048XX S RICHMOND ST,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,922,9,14,58,6,1157518,1872575,2017,9/13/17 15:52,41.80610311,-87.69780693,"(41.806103112, -87.697806926)"
11078832,JA420550,9/6/17 7:50,079XX S ASHLAND AVE,820,THEFT,$500 AND UNDER,GAS STATION,FALSE,FALSE,611,6,21,71,6,1167051,1852159,2017,9/13/17 15:52,41.74988027,-87.66342658,"(41.749880266, -87.663426578)"
11078845,JA420684,9/6/17 9:36,0000X E GARFIELD BLVD,810,THEFT,OVER $500,GAS STATION,FALSE,FALSE,225,2,3,40,6,1177792,1868568,2017,9/13/17 15:52,41.79467209,-87.62357087,"(41.794672085, -87.623570871)"
11078959,JA420790,9/6/17 9:13,077XX S STATE ST,820,THEFT,$500 AND UNDER,CAR WASH,FALSE,FALSE,623,6,6,69,6,1177624,1853795,2017,9/13/17 15:52,41.75413721,-87.62463334,"(41.754137211, -87.624633337)"
11078961,JA420845,9/6/17 11:55,019XX N CICERO AVE,340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2533,25,31,19,3,1144090,1912429,2017,9/13/17 15:52,41.91572961,-87.74605678,"(41.915729613, -87.746056778)"
11079110,JA420960,9/6/17 12:30,091XX S COMMERCIAL AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,423,4,10,46,7,1197734,1844871,2017,9/13/17 15:52,41.72917087,-87.55123535,"(41.729170867, -87.551235346)"
11079237,JA421239,9/6/17 16:52,029XX E 83RD ST,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,GAS STATION,TRUE,FALSE,424,4,10,46,24,1197409,1850508,2017,9/13/17 15:52,41.74464734,-87.55223846,"(41.744647338, -87.552238463)"
11079302,JA421264,9/6/17 17:10,079XX S EXCHANGE AVE,560,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,422,4,7,46,08A,1197209,1852981,2017,9/13/17 15:52,41.75143841,-87.55288908,"(41.751438412, -87.552889084)"
11079448,JA421314,9/6/17 17:35,027XX W MADISON ST,041A,BATTERY,AGGRAVATED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1222,12,2,27,04B,1158054,1899904,2017,9/13/17 15:52,41.88108608,-87.69509619,"(41.881086082, -87.695096188)"
11079517,JA421534,9/6/17 20:47,051XX S ASHLAND AVE,320,ROBBERY,STRONGARM - NO WEAPON,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,934,9,16,61,3,1166544,1870632,2017,9/13/17 15:52,41.80058338,-87.66475818,"(41.800583379, -87.664758183)"
11079543,JA421607,9/6/17 19:00,013XX W FULTON ST,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1215,12,27,28,6,1167263,1901987,2017,9/13/17 15:52,41.88660908,-87.6612215,"(41.886609082, -87.661221497)"
11079563,JA421632,9/6/17 21:52,054XX S WELLS ST,460,BATTERY,SIMPLE,GAS STATION,TRUE,FALSE,935,9,3,37,08B,1175552,1868549,2017,9/13/17 15:52,41.7946704,-87.63178543,"(41.794670403, -87.631785431)"
11080221,JA422248,9/6/17 14:00,007XX S INDEPENDENCE BLVD,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1133,11,24,26,7,1151218,1896324,2017,9/13/17 15:52,41.87139893,-87.72029159,"(41.871398928, -87.720291593)"
11080239,JA422282,9/6/17 14:50,006XX N PULASKI RD,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1111,11,28,23,6,1149603,1904210,2017,9/13/17 15:52,41.89307048,-87.72601604,"(41.89307048, -87.726016035)"
11080569,JA421834,9/6/17 21:05,015XX N FREMONT ST,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1822,18,43,8,6,1169965,1910237,2017,9/13/17 15:52,41.9091891,-87.6510582,"(41.909189095, -87.651058196)"
11080784,JA423031,9/6/17 0:01,073XX S HARVARD AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,731,7,17,69,7,1175229,1856203,2017,9/13/17 15:52,41.76079885,-87.63333838,"(41.760798854, -87.633338378)"
11084913,JA428081,9/3/17 12:00,096XX S SEELEY AVE,820,THEFT,$500 AND UNDER,DRIVEWAY - RESIDENTIAL,FALSE,FALSE,2213,22,19,72,6,1164390,1840619,2017,9/14/17 15:47,41.71826918,-87.67350185,"(41.718269176, -87.673501851)"
11080104,JA422192,9/7/17 12:30,079XX S ASHLAND AVE,460,BATTERY,SIMPLE,GAS STATION,FALSE,FALSE,611,6,21,71,08B,1167051,1852159,2017,9/14/17 15:49,41.74988027,-87.66342658,"(41.749880266, -87.663426578)"
11080118,JA422151,9/7/17 12:14,045XX S WESTERN BLVD,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,924,9,12,61,04A,1161289,1874276,2017,9/14/17 15:49,41.81069352,-87.68392905,"(41.810693516, -87.683929054)"
11080303,JA422418,9/7/17 14:00,019XX W 33RD ST,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,912,9,11,59,6,1163830,1882804,2017,9/14/17 15:49,41.83404223,-87.67436899,"(41.834042232, -87.674368991)"
11080505,JA422606,9/7/17 16:43,012XX W 99TH ST,560,ASSAULT,SIMPLE,GAS STATION,TRUE,FALSE,2213,22,21,73,08A,1169779,1839132,2017,9/14/17 15:49,41.71407359,-87.65380689,"(41.71407359, -87.653806886)"
11080641,JA422813,9/7/17 17:30,055XX W ROOSEVELT RD,560,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1522,15,29,25,08A,1139564,1894139,2017,9/14/17 15:49,41.86562342,-87.76313173,"(41.865623418, -87.763131725)"
11080672,JA422839,9/7/17 10:24,002XX E ILLINOIS ST,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1834,18,42,8,6,1178196,1903671,2017,9/14/17 15:49,41.89098807,-87.62102183,"(41.890988065, -87.621021833)"
11080695,JA422900,9/7/17 21:48,012XX N LARRABEE ST,051A,ASSAULT,AGGRAVATED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1822,18,27,8,04A,1172111,1908362,2017,9/14/17 15:49,41.90399688,-87.64323024,"(41.903996883, -87.643230238)"
11080701,JA422902,9/7/17 21:26,083XX S HOLLAND RD,880,THEFT,PURSE-SNATCHING,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,622,6,21,44,6,1175640,1849717,2017,9/14/17 15:49,41.7429913,-87.63202582,"(41.742991296, -87.632025815)"
11080719,JA422918,9/7/17 19:30,018XX W EVERGREEN AVE,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1424,14,1,24,6,1163749,1909667,2017,9/14/17 15:49,41.90775838,-87.67390899,"(41.907758382, -87.673908994)"
11080748,JA422965,9/7/17 23:15,047XX S MICHIGAN AVE,031A,ROBBERY,ARMED: HANDGUN,GAS STATION,FALSE,FALSE,224,2,3,38,3,1177953,1873730,2017,9/14/17 15:49,41.80883344,-87.62282402,"(41.808833439, -87.622824022)"
11080907,JA422575,9/7/17 16:40,083XX S HOLLAND RD,320,ROBBERY,STRONGARM - NO WEAPON,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,622,6,21,44,3,1175640,1849717,2017,9/14/17 15:49,41.7429913,-87.63202582,"(41.742991296, -87.632025815)"
11081218,JA423343,9/7/17 7:41,035XX S PAULINA ST,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,912,9,11,59,6,1165596,1881229,2017,9/14/17 15:49,41.82968291,-87.66793388,"(41.829682911, -87.667933881)"
11081387,JA422874,9/7/17 20:53,013XX E 47TH ST,880,THEFT,PURSE-SNATCHING,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,222,2,4,39,6,1185774,1874102,2017,9/14/17 15:49,41.80967322,-87.59412685,"(41.809673222, -87.594126845)"
11081557,JA423851,9/7/17 17:00,083XX S STEWART AVE,880,THEFT,PURSE-SNATCHING,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,622,6,21,71,6,1175075,1849719,2017,9/14/17 15:49,41.7430094,-87.63409593,"(41.743009401, -87.634095927)"
11081597,JA422599,9/7/17 17:00,020XX W 51ST ST,320,ROBBERY,STRONGARM - NO WEAPON,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,932,9,16,61,3,1163778,1870846,2017,9/14/17 15:49,41.80122921,-87.67489601,"(41.80122921, -87.674896006)"
11081600,JA423949,9/7/17 20:00,001XX W 87TH ST,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,TRUE,622,6,21,44,6,1176740,1847273,2017,9/14/17 15:49,41.73625998,-87.62806878,"(41.736259984, -87.628068782)"
11081988,JA423631,9/7/17 15:00,011XX E 95TH ST,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,413,4,8,47,6,1185667,1842221,2017,9/14/17 15:49,41.72219134,-87.59552233,"(41.722191342, -87.595522331)"
11084558,JA427623,9/7/17 14:00,0000X W MONROE ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,112,1,42,32,7,1176254,1899921,2017,9/14/17 15:49,41.88074188,-87.62826691,"(41.880741876, -87.628266906)"
11084901,JA428069,9/7/17 6:30,066XX S STONY ISLAND AVE,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,321,3,5,42,6,1188012,1861466,2017,9/14/17 15:49,41.77494599,-87.58632106,"(41.774945985, -87.586321063)"
11081378,JA423459,9/8/17 11:00,004XX W HURON ST,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1831,18,42,8,6,1173268,1904994,2017,9/15/17 15:51,41.89472929,-87.63908044,"(41.894729287, -87.639080439)"
11081466,JA423729,9/8/17 5:27,018XX E 95TH ST,810,THEFT,OVER $500,GAS STATION,FALSE,FALSE,431,4,7,51,6,1190274,1842347,2017,9/15/17 15:51,41.72242751,-87.57864377,"(41.72242751, -87.578643769)"
11081506,JA423791,9/8/17 16:40,098XX S HALSTED ST,810,THEFT,OVER $500,GAS STATION,FALSE,FALSE,2223,22,21,73,6,1172710,1839701,2017,9/15/17 15:51,41.71557103,-87.64305572,"(41.71557103, -87.643055717)"
11081516,JA423797,9/8/17 15:56,048XX W NORTH AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2533,25,37,25,7,1143844,1910199,2017,9/15/17 15:51,41.90961488,-87.74701658,"(41.909614875, -87.747016581)"
11081655,JA423789,9/8/17 12:00,034XX W FULLERTON AVE,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1413,14,26,22,6,1153153,1915746,2017,9/15/17 15:51,41.92465662,-87.71267157,"(41.924656619, -87.712671569)"
11081837,JA424206,9/8/17 17:30,005XX S WABASH AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,123,1,2,32,7,1176884,1897911,2017,9/15/17 15:51,41.8752121,-87.62601445,"(41.875212095, -87.62601445)"
11081889,JA424208,9/8/17 23:53,037XX W ROOSEVELT RD,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,GAS STATION,TRUE,FALSE,1011,10,24,29,04A,1151592,1894452,2017,9/15/17 15:51,41.86625461,-87.71896767,"(41.86625461, -87.718967674)"
11082175,JA423421,9/8/17 12:25,016XX E 95TH ST,051A,ASSAULT,AGGRAVATED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,431,4,7,51,04A,1188847,1842311,2017,9/15/17 15:51,41.72236293,-87.58387175,"(41.722362932, -87.583871749)"
11082351,JA424944,9/8/17 9:30,111XX S LOOMIS ST,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2234,22,34,75,6,1168984,1830937,2017,9/15/17 15:51,41.69160239,-87.65695421,"(41.691602387, -87.656954212)"
11084812,JA423443,9/8/17 12:24,077XX S STATE ST,820,THEFT,$500 AND UNDER,CAR WASH,FALSE,FALSE,623,6,6,69,6,1177624,1853795,2017,9/15/17 15:51,41.75413721,-87.62463334,"(41.754137211, -87.624633337)"
23567,JA423058,9/8/17 2:37,011XX S TROY ST,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,1134,11,24,29,01A,1155533,1894984,2017,9/15/17 15:51,41.86763617,-87.70448554,"(41.867636169, -87.704485536)"
11079187,JA421238,8/28/17 18:00,008XX W WELLINGTON AVE,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1933,19,44,6,6,1169981,1920130,2017,9/16/17 15:51,41.93633564,-87.65071012,"(41.936335635, -87.650710119)"
11081992,JA424304,9/9/17 2:00,086XX S KINGSTON AVE,041A,BATTERY,AGGRAVATED: HANDGUN,DRIVEWAY - RESIDENTIAL,FALSE,FALSE,423,4,7,46,04B,1194661,1848214,2017,9/16/17 15:53,41.73842042,-87.56238259,"(41.738420419, -87.562382589)"
11082026,JA424409,9/9/17 1:45,016XX W 13TH ST,460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1233,12,2,28,08B,1165986,1892054,2017,10/13/17 15:45,41.85937946,-87.66619446,"(41.859379458, -87.666194455)"
11082237,JA424746,9/9/17 3:00,054XX S WENTWORTH AVE,810,THEFT,OVER $500,GAS STATION,FALSE,FALSE,225,2,3,37,6,1175902,1868561,2017,9/16/17 15:53,41.79469549,-87.63050164,"(41.794695487, -87.630501635)"
11082286,JA424481,9/9/17 8:44,019XX W GARFIELD BLVD,930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,GAS STATION,FALSE,FALSE,932,9,16,61,7,1164157,1868187,2017,9/16/17 15:53,41.79392461,-87.67358092,"(41.793924612, -87.673580917)"
11082319,JA424877,9/9/17 6:30,006XX S FINANCIAL PL,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,123,1,2,32,6,1175092,1897443,2017,9/16/17 15:53,41.87396821,-87.63260792,"(41.873968209, -87.632607916)"
11082371,JA424880,9/9/17 14:20,083XX S KARLOV AVE,460,BATTERY,SIMPLE,DRIVEWAY - RESIDENTIAL,TRUE,FALSE,834,8,18,70,08B,1150522,1848924,2017,9/16/17 15:53,41.74134005,-87.72408051,"(41.741340048, -87.724080506)"
11082439,JA425005,9/9/17 6:00,069XX S HALSTED ST,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,733,7,6,68,04B,1172163,1858942,2017,9/16/17 15:53,41.76838292,-87.644495,"(41.768382919, -87.644495002)"
11082492,JA425110,9/9/17 18:00,036XX E 106TH ST,560,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,TRUE,432,4,10,52,08A,1201989,1835277,2017,9/16/17 15:53,41.70273703,-87.53597409,"(41.702737032, -87.535974085)"
11082555,JA424854,9/9/17 5:30,004XX S PULASKI RD,460,BATTERY,SIMPLE,GAS STATION,FALSE,FALSE,1132,11,24,26,08B,1149797,1897617,2017,9/16/17 15:53,41.8749748,-87.72547505,"(41.874974798, -87.725475051)"
11082590,JA425168,9/9/17 9:30,086XX W BRYN MAWR AVE,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,TRUE,1614,16,41,76,6,1117807,1936055,2017,9/16/17 15:53,41.98101575,-87.8421233,"(41.981015746, -87.842123304)"
11082603,JA425242,9/9/17 19:50,002XX W 31ST ST,820,THEFT,$500 AND UNDER,GAS STATION,FALSE,FALSE,915,9,11,34,6,1175287,1884420,2017,9/16/17 15:53,41.8382278,-87.63228237,"(41.838227796, -87.632282365)"
11082621,JA425250,9/9/17 8:50,007XX S FINANCIAL PL,920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,123,1,2,32,7,1175104,1897037,2017,9/16/17 15:53,41.87285385,-87.63257603,"(41.87285385, -87.632576028)"
11082659,JA425224,9/9/17 20:00,085XX S ASHLAND AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,FALSE,FALSE,614,6,18,71,7,1167159,1848187,2017,9/16/17 15:53,41.73897822,-87.66314418,"(41.738978222, -87.663144179)"
11082665,JA425320,9/9/17 21:10,066XX S WESTERN AVE,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,832,8,15,66,6,1161518,1860508,2017,9/16/17 15:53,41.77290757,-87.68347083,"(41.772907566, -87.683470834)"
11082690,JA425214,9/9/17 19:56,034XX W FOSTER AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1712,17,39,13,7,1152310,1934331,2017,9/16/17 15:53,41.97567191,-87.71527668,"(41.975671906, -87.715276679)"
11082702,JA425379,9/9/17 9:30,0000X W ONTARIO ST,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1832,18,42,8,6,1175969,1904479,2017,9/16/17 15:53,41.8932557,-87.62917605,"(41.893255699, -87.629176054)"
11082797,JA425327,9/9/17 21:30,0000X E 103RD ST,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,511,5,9,49,3,1178801,1836702,2017,9/16/17 15:53,41.7072052,-87.62083857,"(41.707205201, -87.620838567)"
11082819,JA425423,9/9/17 23:45,018XX W MONROE ST,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,PARKING LOT/GARAGE(NON.RESID.),FALSE,TRUE,1223,12,2,28,04A,1164254,1899585,2017,9/16/17 15:53,41.88008194,-87.67233922,"(41.880081938, -87.672339218)"
11082829,JA425454,9/9/17 21:20,055XX W HOMER ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2515,25,29,25,7,1139159,1912150,2017,9/16/17 15:53,41.91505523,-87.76417995,"(41.915055232, -87.76417995)"
11082851,JA424623,9/9/17 11:30,070XX S STATE ST,460,BATTERY,SIMPLE,GAS STATION,FALSE,FALSE,322,3,6,69,08B,1177514,1857990,2017,9/16/17 15:53,41.76565125,-87.62490985,"(41.765651252, -87.624909847)"
11082891,JA424271,9/9/17 1:00,044XX W BELMONT AVE,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1731,17,31,16,6,1146249,1920906,2017,9/16/17 15:53,41.93895046,-87.73790842,"(41.938950462, -87.737908424)"
11084260,JA427065,9/9/17 20:00,047XX W CHICAGO AVE,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1111,11,28,25,6,1144492,1904886,2017,9/16/17 15:53,41.89502324,-87.74476999,"(41.895023239, -87.744769986)"
11082759,JA425419,9/10/17 0:06,001XX S WOOD ST,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1223,12,2,28,04B,1164428,1899468,2017,9/17/17 15:46,41.8797572,-87.67170362,"(41.879757201, -87.671703624)"
11082768,JA425425,9/10/17 0:05,001XX S WOOD ST,330,ROBBERY,AGGRAVATED,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1223,12,2,28,3,1164428,1899473,2017,9/17/17 15:46,41.87977092,-87.67170348,"(41.879770922, -87.671703482)"
11082827,JA425502,9/10/17 2:00,027XX N OAK PARK AVE,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2512,25,36,18,6,1130616,1917562,2017,9/17/17 15:46,41.93005771,-87.79544182,"(41.930057714, -87.795441815)"
